timestamp,open,high,low,close,volume
2025-01-01T00:00:00Z,42000.000000,42006.176518,41981.491305,41995.158565,2757.813349
2025-01-01T00:01:00Z,41995.158565,41999.810436,41962.064810,41963.783654,1273.084705
2025-01-01T00:02:00Z,41963.783654,41973.935621,41959.364618,41971.861835,5032.143971
2025-01-01T00:03:00Z,41971.861835,41998.553624,41944.062931,41949.523260,2728.509421
2025-01-01T00:04:00Z,41949.523260,41973.988751,41929.794580,41967.928379,1549.836338
2025-01-01T00:05:00Z,41967.928379,41976.149719,41954.650984,41960.959089,3532.898931
2025-01-01T00:06:00Z,41960.959089,42009.564777,41946.809134,41980.872385,1507.888827
2025-01-01T00:07:00Z,41980.872385,42010.099955,41900.634895,41922.034505,2271.464906
2025-01-01T00:08:00Z,41922.034505,41928.293887,41916.678100,41920.256702,2611.669889
2025-01-01T00:09:00Z,41920.256702,41935.447965,41911.964683,41923.179698,3664.493429
2025-01-01T00:10:00Z,41923.179698,41939.389223,41896.715021,41908.808625,3731.989992
2025-01-01T00:11:00Z,41908.808625,41920.321640,41876.079633,41894.437457,2503.423300
2025-01-01T00:12:00Z,41894.437457,41966.215885,41868.137801,41943.906821,2857.457824
2025-01-01T00:13:00Z,41943.906821,41952.433493,41941.377794,41949.646490,2164.059606
2025-01-01T00:14:00Z,41949.646490,41990.275224,41917.737780,41971.077229,8472.948454
2025-01-01T00:15:00Z,41971.077229,41981.072408,41904.524493,41914.127230,5478.631645
2025-01-01T00:16:00Z,41914.127230,41942.922880,41876.355453,41892.077595,2611.954097
2025-01-01T00:17:00Z,41892.077595,41923.483812,41886.291723,41916.672590,13777.852772
2025-01-01T00:18:00Z,41916.672590,41976.743447,41907.685123,41955.525025,4456.013626
2025-01-01T00:19:00Z,41955.525025,41983.781945,41850.233775,41875.829302,8228.366421
2025-01-01T00:20:00Z,41875.829302,41953.988409,41861.861852,41931.938193,3139.451988
2025-01-01T00:21:00Z,41931.938193,41945.402959,41900.724860,41924.490040,2516.235997
